,DATE,ID,STOCK,SECTOR,TYPE,SCORE,TIME,1MReturn,3MReturn,6MReturn,12MReturn
1058,2004-02-11,XKPF5G-R,SWN,Energy Minerals,MERGED,0.6860016,10:01:54.393,0.0776882682250725,0.1487446375585938,0.4571292913084176,1.7636190651733148
9059,2004-02-11,,BDK,,,,,-0.0576369008745564,-0.0086455248249049,0.0144092080415081,0.0086455248249049
9036,2004-02-11,,IMO,,,,,-0.0358210971115441,-0.0533320791607977,0.0124106804046796,0.4910789742798155
9013,2004-02-11,,MDC,,,,,0.0983748909466507,-0.0655693102868207,0.0580371849282112,0.6529053182791442
8990,2004-02-11,,MMM,,,,,-0.0701562922622885,0.0384384518161067,-0.018023319546879,0.0510069666116232
8967,2004-02-11,,TAP,,,,,0.0226220528222064,0.0110917309572068,0.0250995452554596,0.133985608644447
8944,2004-02-11,,NOVC,,,,,0.1168123763689629,-0.3252525449154764,-0.1959227116022827,-0.2345386292012209
9496,2004-02-11,,RSG,,,,,0.000757895715022,0.0679415675083031,0.0527106858060488,0.1636266990995315
8277,2004-02-11,,AME,,,,,-0.0423279555108164,0.0655217471372006,0.1754889463412733,0.5662393973174226
7679,2004-02-11,,FDX,,,,,-0.049882981494527,0.0205122365708703,0.1292279528486169,0.4086418203789689
7656,2004-02-11,,SAIA,,,,,0.1360690550800186,0.1663066057108147,0.3142548530215189,0.198704058628104
7633,2004-02-11,,CTS,,,,,-0.0859998660282246,-0.270214015738725,-0.290387692014516,-0.080485326790615
7610,2004-02-11,,DD,,,,,-0.1065778394850741,-0.1197856381199806,-0.080478543836763,0.2215040280142656
7587,2004-02-11,,LAWS,,,,,-0.0156201022868464,0.1092998372726307,0.2608653615724137,0.6938622266609611
1357,2004-02-11,WQK5W2-R,SRE,Utilities,MERGED,0.64282525,10:01:54.395,0.0060276368451846,-0.0041672130365521,0.144123710818959,0.3153889891620365
7564,2004-02-11,,ATVI,,,,,-0.0243783627633804,0.0933693077031682,-0.0646024690176998,0.5131643438638993
7541,2004-02-11,,ACIW,,,,,-0.1077347731532768,-0.0032227343318813,-0.2988029015937163,-0.0092080946403238
7518,2004-02-11,,CTRA,,,,,-0.0629919715494752,0.1209151591194544,0.2828958925101412,0.6512898690876735
7472,2004-02-11,X6GKR0-R,RRGB,Consumer Services,MERGED,0.04254739,10:01:54.414,0.0438782647231148,0.005307842084763,0.1797593730559943,0.7349610184782666
1380,2004-02-11,GC4MKW-R,NFX,Energy Minerals,MERGED,0.63926527,10:01:54.395,-0.0711254867323076,-0.008688629836173,0.1357849500524414,0.4008890579856318
7449,2004-02-11,M745FG-R,WIRE,Producer Manufacturing,MERGED,0.03671604,10:01:54.414,0.1424563067407094,0.0445613428138001,-0.3673686095033849,-0.3578948680003174
7426,2004-02-11,PHK827-R,NPO,Producer Manufacturing,MERGED,0.04063115,10:01:54.414,-0.0779766525855614,-0.0031610272541153,0.0047420427554503,0.471549360617747
7403,2004-02-11,W5NBSG-R,LPX,Non-Energy Minerals,MERGED,0.03477335,10:01:54.414,-0.0425084487089066,-0.0475588737749335,-0.0349975676229482,0.0916025327812237
7380,2004-02-11,BK6JKQ-R,TMO,Health Technology,MERGED,0.16640534,10:01:54.412,-0.0451681318016502,0.0073530165992033,-0.1393556997357265,-0.0255602736140541
7357,2004-02-11,V2LL6N-R,CMC,Non-Energy Minerals,MERGED,0.05827631,10:01:54.413,-0.0384617711719645,-0.1261166046786146,0.0786643214260062,1.0457126752294494
1403,2004-02-11,LKPWM4-R,SWK,Consumer Durables,MERGED,0.63839263,10:01:54.395,-0.0063093656130884,0.0954915757088885,0.1310300291199715,0.2870126957047177
7334,2004-02-11,F4PH05-R,SCSC,Distribution Services,MERGED,0.06266362,10:01:54.413,-0.1310398603410917,0.0003864832318845,0.0446462598310105,0.2665248676744672
7311,2004-02-11,GFJC62-R,CSCO,Technology Services,MERGED,0.0813024,10:01:54.413,-0.0783826765111472,-0.0820955739224992,-0.2454619175585316,-0.2698016117656762
7288,2004-02-11,BQQFJ3-R,TBI,Commercial Services,MERGED,0.09345084,10:01:54.413,-0.1448529567479257,-0.1588235838602968,-0.0727941688988021,0.3948528515632615
7265,2004-02-11,L6CPTK-R,INTU,Technology Services,MERGED,0.09361683,10:01:54.413,-0.1625987473252428,-0.1337505508794566,-0.2356263263056418,-0.1902364143799171
7242,2004-02-11,KW432H-R,JKHY,Technology Services,MERGED,0.09874203,10:01:54.413,-0.055642900368163,-0.0353672767628034,-0.0754955941072767,0.0426800813035696
1426,2004-02-11,CQD3P9-R,SWM,Process Industries,MERGED,0.63329038,10:01:54.395,-0.0619362982523789,-0.1040289251551694,-0.1065716015968576,0.0257898724746509
7219,2004-02-11,KPKYRY-R,HAIN,Consumer Non-Durables,MERGED,0.02020695,10:01:54.414,-0.0486956886623216,-0.217391304347826,-0.3278260852979577,-0.1786956787109375
7196,2004-02-11,TLSHMT-R,IESC,Industrial Services,MERGED,0.14209109,10:01:54.413,-0.0521201892744479,-0.2111307570977918,-0.3878091876971609,-0.6563604495268138
7173,2004-02-11,N7YW9G-R,CBZ,Commercial Services,MERGED,0.17203633,10:01:54.412,0.0193547685817027,-0.0881721109334451,-0.0752687951514788,-0.0903225952000239
1334,2004-02-11,BRWC0T-R,INGR,Process Industries,MERGED,0.64345581,10:01:54.395,0.0010614875064905,0.148113428052621,0.1724472293097953,0.5849475301383826
8300,2004-02-11,,MFA,,,,,0.0339798711519797,-0.1431949627066123,-0.1387429805502707,-0.0924686072941519
7702,2004-02-11,,KBH,,,,,0.0878118924145143,-0.1091713476514739,-0.062128595479053,0.630921771706063
7748,2004-02-11,,SVU,,,,,-0.0599773233662125,0.0280964341504625,-0.0434946093316065,0.1483466449713879
1219,2004-02-11,RVBG4M-R,LCII,Producer Manufacturing,MERGED,0.65962335,10:01:54.394,0.1326051218916516,0.1544460491269806,0.1188767083084887,0.1266771240891997
8254,2004-02-11,,WWW,,,,,-0.0008671596011893,0.1409703422979924,-0.0152432144038639,0.5152169285552196
8231,2004-02-11,,FLO,,,,,-0.0546386847105251,-0.1126316992039539,-0.0647133572394863,0.1465342178536001
8208,2004-02-11,,UBA,,,,,0.0207358365638881,-0.0855676932449613,-0.0306858147200514,0.1397989699652876
8185,2004-02-11,,PRMW,,,,,0.0697507417060071,0.1024909007706295,0.0259786550680821,-0.1220643287670874
8162,2004-02-11,,XEL,,,,,0.0091688363400771,-0.092533463568736,0.0149247131576255,0.0755093645194324
1242,2004-02-11,LRHPJW-R,MTH,Consumer Durables,MERGED,0.65736861,10:01:54.394,0.0738873286888858,-0.1134956219714693,-0.0687022414244584,1.059916515106212
8139,2004-02-11,,GATX,,,,,-0.042162025418032,-0.0045060444076011,0.0796951903496211,0.3241968416682449
8116,2004-02-11,,PBT,,,,,0.0550627341732707,-0.0140535515563097,0.3377763783173776,0.9054952951002108
8093,2004-02-11,,INT,,,,,-0.0718745564265991,0.1787761615206099,0.0524480573624043,0.6293139032846561
8070,2004-02-11,,STGW,,,,,0.1156231205297547,-0.1672402310169832,-0.2883687685218533,-0.2374398190115965
8047,2004-02-11,,EVRG,,,,,0.0191628245351168,-0.0076033145838139,0.062549956650935,0.2455854517154139
8024,2004-02-11,,LMT,,,,,-0.0904678758346868,-0.0313674684817077,0.0852310052337123,0.232214788460051
8001,2004-02-11,,KRO,,,,,0.1080832934875735,0.0971300848082426,0.1821646829566682,0.7226917029666099
7955,2004-02-11,,ROH,,,,,0.0,0.0,0.0,0.0
7932,2004-02-11,,DRI,,,,,0.1020403061856621,0.0121175978504526,-0.0959992845607019,0.3090781608117503
1288,2004-02-11,R4M2WP-R,ROK,Producer Manufacturing,MERGED,0.64519581,10:01:54.395,-0.095733461515498,0.0116369463247034,0.1639230243041762,0.9019142242660066
7909,2004-02-11,,CAG,,,,,0.031642965181802,0.1071496577226083,0.0120314412587827,0.128033263188262
7886,2004-02-11,,GPN,,,,,-0.0341083318942371,-0.009967244652079,-0.0727436868629372,0.3153715442862742
7863,2004-02-11,,IPX,,,,,-0.0601092491264092,-0.0901639144031694,0.2158469860813382,0.4699453347232398
7840,2004-02-11,,SEB,,,,,-0.1136359461313031,-0.0858774590884335,0.4976423980416622,1.9583538047252536
7817,2004-02-11,,COST,,,,,-0.0388246638612795,-0.0749212170514867,0.0395336825002538,0.1973367792504014
1311,2004-02-11,FJ1B1C-R,AJG,Finance,MERGED,0.64410524,10:01:54.395,-0.0043144791123274,-0.0333142637920282,-0.0161372998126702,-0.0256421372204084
7794,2004-02-11,,FDS,,,,,0.0485111493326504,0.0739059044056893,0.1296112187552819,0.3260148798016413
7771,2004-02-11,,WOR,,,,,0.0280149267998283,0.0527069350391819,0.1802442942101485,0.263796606420923
7725,2004-02-11,,FINL,,,,,0.0150268611319283,-0.1037124500042549,-0.2448438156258492,0.1969568821871028
7150,2004-02-11,DH6WPM-R,SCI,Consumer Services,MERGED,0.10462283,10:01:54.413,-0.0608693495124632,0.0318839715274665,-0.1173914126042319,0.0695651301398727
9519,2004-02-11,,GHC,,,,,0.0112868313791746,0.0437531489250555,-0.0184578051838304,0.0557582284854823
9542,2004-02-11,,SKT,,,,,0.0126019534307469,-0.151953188650643,-0.0063813625754068,0.2301889369095999
621,2004-02-11,RMJM0R-R,NJR,Utilities,MERGED,0.76832597,10:01:54.392,-0.0524187993868046,-0.065782769475782,0.0335820664647562,0.1353689941643272
11241,2004-02-11,,AMED,,,,,0.232743898896233,0.5601825977123568,0.6645750268403375,0.7752424479838574
11218,2004-02-11,,NSIT,,,,,-0.1669634974559059,-0.2119322580393134,-0.3535173174694459,-0.1807657894674268
11195,2004-02-11,,NRP,,,,,0.0027929561853967,-0.0791066562352729,0.028861568497107,0.550970920120102
11172,2004-02-11,,SPGZ,,,,,-0.1088082901554404,0.0310880829015544,-0.0319516407599309,-0.0803108808290155
11149,2004-02-11,,CSE,,,,,-0.0127249189941786,-0.0750329496764621,-0.1250548603325398,0.0855637901384304
644,2004-02-11,TY311P-R,SR,Utilities,MERGED,0.76089849,10:01:54.393,-0.0018935549011092,-0.1124276824462908,-0.0795337439649515,0.0669273321519484
11126,2004-02-11,,ABG,,,,,-0.1078005905187972,-0.2204766645934055,-0.2903574698246635,-0.1067172514900061
11103,2004-02-11,,BH,,,,,-0.0315074657030902,-0.1143965142100043,-0.1904992443023797,-0.0315074657030902
11080,2004-02-11,,RES,,,,,0.0332729058957118,0.1392901366275199,0.3004806235524413,1.675726937880664
11057,2004-02-11,,CERN,,,,,-0.0252192129055512,-0.0883771586188575,-0.0276314282937108,0.1278510476455345
11034,2004-02-11,,USM,,,,,-0.0071090112326867,-0.2068720371654592,-0.0592417251416996,0.0355450561634335
667,2004-02-11,VFY8ZQ-R,AOS,Producer Manufacturing,MERGED,0.75317561,10:01:54.393,-0.0672901941613843,-0.0890844276874056,-0.0950476408255962,-0.1281868457845274
11011,2004-02-11,,SRZ,,,,,-0.1353658350502572,-0.1719512009039157,-0.1743902811189977,0.1609755725395388
10988,2004-02-11,,F,,,,,-0.1106558089383137,-0.011593629131328,-0.015285900510163,-0.0823835503269656
10965,2004-02-11,,RCL,,,,,0.0075634884863116,-0.0563826326621317,-0.0364351889542361,0.178173425543956
10942,2004-02-11,,TPR,,,,,0.0476190345421511,0.0887682124552103,-0.008022872119565,0.4052795798612865
10919,2004-02-11,,MOD,,,,,-0.0605895313948621,0.0194213860342968,0.1053762552272611,0.1933906522813482
690,2004-02-11,B5TG5C-R,ESRX,Retail Trade,MERGED,0.75168788,10:01:54.393,0.0528225104659211,0.0789434700756362,-0.1105790500889487,0.0822812054509148
10896,2004-02-11,,HHS,,,,,-0.0008740748551214,0.0409599480978363,0.0610845362741064,0.2142610388114033
10873,2004-02-11,,STLD,,,,,-0.0984069289887645,-0.1131480022655217,0.2360173768553094,0.562720429791996
10850,2004-02-11,,MCK,,,,,-0.0168200304068366,0.1393070710997965,0.0726309039102138,0.2851957585328508
10827,2004-02-11,,TRMB,,,,,-0.1281979452507095,0.0866240801722978,0.1053949699775557,0.5183539092030904
10804,2004-02-11,,LECO,,,,,0.0759239548437612,0.2631371101883149,0.3097223123319874,0.3942779944082724
713,2004-02-11,L2XPR4-R,SSD,Producer Manufacturing,MERGED,0.74888456,10:01:54.393,-0.071065829103995,0.0712238629282124,0.1340801983319514,0.4842485984580599
10781,2004-02-11,,SAH,,,,,-0.0201617983873778,-0.0662330437317546,-0.1378571826443989,0.0094618208370356
10758,2004-02-11,,APD,,,,,-0.0841579293281233,-0.0430978016687068,-0.0057743173612598,0.201468442230834
11264,2004-02-11,,NHC,,,,,-0.0413230324390339,0.2397590075897413,0.2909176839299357,0.5478842411095187
10735,2004-02-11,,WAT,,,,,-0.0400738319413158,0.1323490750691784,0.0703927800543933,0.3216451533029565
11287,2004-02-11,,BCE,,,,,-0.0068717326946432,-0.1103226321699952,-0.0392566853505026,0.1342953650170123
11333,2004-02-11,,AVD,,,,,-0.0203651563469951,0.1447581048035077,0.1585031439741996,0.4661767122607077
11839,2004-02-11,,AEO,,,,,0.1047622479030877,0.2376193988341408,0.5238098265811559,1.452039829675482
506,2004-02-11,TLQ31K-R,TTC,Producer Manufacturing,MERGED,0.79786376,10:01:54.392,0.1543629397034304,0.1567961573232616,0.31643451821505,0.7827068600675972
11816,2004-02-11,,MEI,,,,,-0.1433961029844309,-0.1612238849081603,-0.0200233190906057,-0.0097677501103303
11793,2004-02-11,,ANF,,,,,0.1089268770870356,0.243553766231043,0.0792824529122829,1.028731029927501
11770,2004-02-11,,GCO,,,,,0.1459459871859164,0.1421621167981946,0.0978378089698585,0.6345945822226035
11747,2004-02-11,,SKS,,,,,-0.0197674498550304,-0.1808139809535722,-0.301744203711922,-0.1063953951283213
11724,2004-02-11,,TOL,,,,,0.1036853959696749,-0.0786241299872122,0.0191645209387407,1.0380835598517233
529,2004-02-11,J70N5J-R,PCAR,Producer Manufacturing,MERGED,0.79525817,10:01:54.392,-0.1016882313706478,-0.0253320843053439,0.0722383581740505,0.3559939707965427
11701,2004-02-11,,UNFI,,,,,0.0300459041086565,0.1105504555851107,-0.0646788943467059,0.5220184158891595
11678,2004-02-11,,COO,,,,,0.0820682220522061,0.1144851646025373,0.2355731188896707,0.6829387550569851
11655,2004-02-11,,GILD,,,,,-0.0460747257830116,-0.0546071459253473,0.1225258896964838,0.1194542086456543
11632,2004-02-11,,PCG,,,,,-0.0375535197666448,-0.0518599382927119,0.009656710938334,0.2789700775573834
11609,2004-02-11,,VALU,,,,,-0.0283016537125656,0.2273832165623906,-0.0548101156171648,0.0868125190040998
552,2004-02-11,Q1LDBW-R,SSP,Consumer Services,MERGED,0.79135826,10:01:54.392,-0.0181582852044007,0.0483418897312288,0.009623945290608,-0.023882939064402
11586,2004-02-11,,CAL,,,,,-0.0002673115195238,0.0510268954388018,-0.2890956715507202,-0.141774814281256
11563,2004-02-11,,DE,,,,,-0.0398452327957837,0.0103476103159431,-0.0454455870030038,0.0927139622724145
11540,2004-02-11,,LZB,,,,,0.0159186732344006,-0.0787237621633326,-0.2573747891627045,-0.2861032620925259
11517,2004-02-11,,THO,,,,,-0.2703136482613672,-0.2187136090289493,-0.1966029032497886,0.0534362825436
11494,2004-02-11,,FIZZ,,,,,0.2575209776028386,0.2346807218981357,0.0641520537620004,0.1923788783683768
575,2004-02-11,MH3TRW-R,ANDV,Energy Minerals,MERGED,0.42261582,10:01:54.404,0.0459058258744192,0.268039217891202,0.3970221470712199,1.0663770167750304
11471,2004-02-11,,HOTT,,,,,-0.0837353641228385,-0.3035837778884008,-0.4803583843613714,-0.2966919529475108
11448,2004-02-11,,TXN,,,,,-0.076533737960905,-0.1663367165813904,-0.4125509346327007,-0.1788446743032997
11425,2004-02-11,,TU,,,,,-0.0822082883118641,-0.1408360235796213,-0.0448638465887787,0.5358581380148623
11402,2004-02-11,,BA,,,,,-0.0975498743072074,-0.0294448095952961,0.1264120825832718,0.2380534790055763
11379,2004-02-11,,PLCE,,,,,0.0052446378769337,-0.1748252430563595,-0.3650350387653795,0.3423077892061583
598,2004-02-11,MQ0Y3T-R,VMC,Non-Energy Minerals,MERGED,0.55619367,10:01:54.397,-0.0112755429908111,-0.0940613180253313,-0.0067700936869966,0.2439727460572352
11356,2004-02-11,,QCOM,,,,,0.0416113996388784,0.0911798318507086,0.1569768745754134,0.2253657938348161
11310,2004-02-11,,TEK,,,,,-0.1111132951418066,-0.166666011457458,-0.4722236418421743,0.0
966,2004-02-11,FK8VJJ-R,CRAI,Commercial Services,MERGED,0.70717573,10:01:54.393,-0.1039661171387837,-0.0433427669229206,-0.1609065707979307,0.2144473957923068
10712,2004-02-11,,SKYW,,,,,-0.0658028222882136,-0.1494022056986781,-0.2575751927302542,-0.1071679281392672
736,2004-02-11,PN68RD-R,ESE,Electronic Technology,MERGED,0.74772718,10:01:54.393,-0.0632718457269761,0.031103881730216,0.2373245160684499,0.6781000704181225
10071,2004-02-11,,MMS,,,,,-0.0636356723888638,-0.0537430512075067,-0.2336895994145133,-0.1534327836871638
10048,2004-02-11,,AUD,,,,,-0.0912067960212216,-0.1292435720544069,-0.2361964978082436,-0.3437630309696884
10025,2004-02-11,,INTC,,,,,-0.1261694135779228,-0.1025384866082513,-0.2826532531675456,-0.2134137591268285
10002,2004-02-11,,BC,,,,,0.0499329779151112,0.050200240390113,0.0032041003539782,0.2336865068978748
874,2004-02-11,VS0RYZ-R,MGEE,Utilities,MERGED,0.77729054,10:01:54.392,-0.0567480392876394,-0.0778071909236543,-0.0011404272442216,0.1904268329718553
9979,2004-02-11,,CAKE,,,,,0.0411749383357933,-0.0396171643687291,-0.1197418724206956,0.1384376846603334
9956,2004-02-11,,ETD,,,,,-0.0524190765551194,-0.0607617740477451,-0.1479140315081487,-0.09422030252469
9933,2004-02-11,,R,,,,,-0.0013026529732641,-0.0126856440403586,0.1725177954881795,0.2294539650876371
9910,2004-02-11,,PRDO,,,,,-0.144147459812428,0.1896774362309188,-0.432442379437284,-0.2870046026695708
9887,2004-02-11,,ECPG,,,,,0.0109253931899197,0.0443444448441922,0.0700513605089237,0.3894601707064722
897,2004-02-11,NV7K28-R,IFF,Consumer Non-Durables,MERGED,0.7231315,10:01:54.393,0.0104532320983422,-0.057849657533243,0.003411632021286,0.1443480682107016
9864,2004-02-11,,ROCK,,,,,-0.0733604812289197,0.0417114790905502,0.2530433900471116,0.6056739935351848
9841,2004-02-11,,PNW,,,,,0.0141035529413471,-0.0082368875443006,0.1278996084128659,0.1661273048140369
9772,2004-02-11,,MAS,,,,,0.045638006188647,0.0179785257224106,0.1486649420292368,0.3978012179192853
920,2004-02-11,GGJNXG-R,NL,Producer Manufacturing,MERGED,0.70941932,10:01:54.393,-0.0319688533259251,-0.1422072952137992,-0.0648842236905553,0.5287874024262998
9749,2004-02-11,,K,,,,,0.0167949354782551,0.0916888535317871,0.0793712167936585,0.1883317307712771
9726,2004-02-11,,TSCO,,,,,-0.0461927838905108,-0.1669336254513037,-0.2254746334937946,-0.0130345470478436
9703,2004-02-11,,KEX,,,,,-0.0300912350319518,0.0334346025259555,0.0927051396840039,0.3434650064733902
9680,2004-02-11,,CIR,,,,,-0.0319437713323824,-0.2078403997164593,-0.2446865444084365,0.0395754823554572
9657,2004-02-11,,ES,,,,,-0.0171779430147824,-0.0616379143309299,-0.0088384784053353,0.0167714490740237
943,2004-02-11,BYNP13-R,DHI,Consumer Durables,MERGED,0.70882888,10:01:54.393,0.1103106345847487,-0.1442709653661517,-0.051969398183851,0.4247852295803324
9634,2004-02-11,,KBAL,,,,,-0.0615116946948612,-0.1090187611951927,-0.2141264494106062,-0.0862803636204145
9611,2004-02-11,,AIT,,,,,-0.1298804500399651,0.0959256844958303,0.184588844239695,0.8823194837444797
9588,2004-02-11,,DHC,,,,,0.0005467959333686,-0.1758757823674281,-0.0627597432162507,0.0727711205880224
9565,2004-02-11,,GWW,,,,,-0.0561654450638648,0.0711723733267604,0.079863648732436,0.3330759796770955
10094,2004-02-11,,MO,,,,,0.0373749980185029,-0.0164091330147492,-0.1186142445862451,0.2702376902288009
10689,2004-02-11,,TAC,,,,,0.028723116465102,-0.0669030226853776,-0.0806395695136472,0.2061518536187706
851,2004-02-11,FT7VMB-R,ATO,Utilities,MERGED,0.67241045,10:01:54.394,0.0031804197735624,-0.0760996336240116,-0.0082142012717494,0.1608204367079028
10140,2004-02-11,,NEU,,,,,-0.1310608583775107,-0.0811329347378645,-0.0288045441812853,-0.0830531082717167
10666,2004-02-11,,BBOX,,,,,-0.0310443348205132,-0.0585545729502182,-0.3597590072051388,-0.3312427798596521
10643,2004-02-11,,LEG,,,,,-0.0370010107482912,-0.0872769886045866,0.0825039369452703,0.149090946222376
10620,2004-02-11,,B,,,,,-0.06686093753927,-0.1025563992086656,-0.134780046417865,-0.1314945366571713
10597,2004-02-11,,AA,,,,,-0.0834449365021554,-0.1975229749321056,-0.1858447665166614,-0.1860286145770168
10574,2004-02-11,,MLI,,,,,-0.0663765305604222,-0.0142372797397743,0.1484173586810792,0.5520073442382779
759,2004-02-11,DLRTBS-R,SJT,Miscellaneous,MERGED,0.73894499,10:01:54.393,0.0188741832663027,0.0871832070968321,0.4765967388437832,0.9149177609781995
10551,2004-02-11,,TTI,,,,,-0.0026396627697521,-0.1968326537117661,-0.0365761788744796,0.1210406331930546
